
44.4893170434784;11.286229491466516;[23/3/2018];16:25:34;3DI

44.489324707453;11.286237740985296;[23/3/2018];16:25:38;3DI

44.4893150169291;11.2862348133616;[23/3/2018];16:25:42;3DI

44.4893177216924;11.286214206090674;[23/3/2018];16:25:45;3DI

44.489320542854;11.286200200033683;[23/3/2018];16:25:46;3DI

44.4893198699458;11.286175920274875;[23/3/2018];16:25:47;3DI

44.4893270360914;11.286153515641628;[23/3/2018];16:25:52;3DI

44.48933325315494;11.28614133693363;[23/3/2018];16:25:53;3DI

44.48934190503169;11.286130585092653;[23/3/2018];16:25:54;3DI

44.489347938326;11.286117940408769;[23/3/2018];16:25:55;3DI

44.4893554465306;11.286109326598654;[23/3/2018];16:25:56;3DI

44.4893631103337;11.286101402556408;[23/3/2018];16:25:57;3DI

44.48936743766475;11.28608899094744;[23/3/2018];16:25:59;3DI

44.48937845701022;11.286068980692226;[23/3/2018];16:26:1;3DI

44.4893856025407;11.286056454385529;[23/3/2018];16:26:2;3DI

44.48939199143113;11.286040751110596;[23/3/2018];16:26:3;3DI

44.4894029535537;11.286022425929946;[23/3/2018];16:26:5;3DI

44.48941096847685;11.286001944456368;[23/3/2018];16:26:6;3DI

44.4894176774371;11.285982460345698;[23/3/2018];16:26:7;3DI

44.4894240317560;11.285965528850605;[23/3/2018];16:26:8;3DI

44.4894256085053;11.28594869966502;[23/3/2018];16:26:9;3DI

44.48942501759023;11.285935196649774;[23/3/2018];16:26:10;3DI

44.48942328726701;11.285918243391459;[23/3/2018];16:26:11;3DI

44.48942725335198;11.285900170186732;[23/3/2018];16:26:13;3DI

44.48942697952805;11.285886386451109;[23/3/2018];16:26:15;3DI

44.48943323034096;11.285864139234864;[23/3/2018];16:26:18;3DI

44.4894388679604;11.285833895851157;[23/3/2018];16:26:18;3DI

44.4894438145065;11.285819318972127;[23/3/2018];16:26:19;3DI

44.48945050185659;11.28579536895221;[23/3/2018];16:26:20;3DI

44.48945425437070;11.28577645459297;[23/3/2018];16:26:22;3DI

44.4894544163434;11.28574952405073;[23/3/2018];16:26:23;3DI

44.4894604782000;11.285736736331053;[23/3/2018];16:26:25;3DI

44.4894607935736;11.285721910171272;[23/3/2018];16:26:26;3DI

44.4894667582771;11.285709736451885;[23/3/2018];16:26:27;3DI

44.4894728798634;11.285696902994117;[23/3/2018];16:26:31;3DI

44.48947553172419;11.285670939616178;[23/3/2018];16:26:33;3DI

44.4894768282078;11.285653595170622;[23/3/2018];16:26:34;3DI

44.4894818144638;11.28563591647458;[23/3/2018];16:26:36;3DI

44.4894861819100;11.285621183768946;[23/3/2018];16:26:37;3DI

44.4894881208432;11.285594207305595;[23/3/2018];16:26:38;3DI

44.48949306398180;11.285580963875692;[23/3/2018];16:26:39;3DI

44.4894959881722;11.285556323525286;[23/3/2018];16:26:40;3DI

44.4894933035536;11.28553387776307;[23/3/2018];16:26:41;3DI

44.48949063595960;11.285520830689373;[23/3/2018];16:26:42;3DI

44.48948470672609;11.285510029735361;[23/3/2018];16:26:43;3DI

44.4894753233771;11.285483076028303;[23/3/2018];16:26:45;3DI

44.4894687914843;11.285467143788503;[23/3/2018];16:26:47;3DI

44.4894548710778;11.285448062062212;[23/3/2018];16:26:48;3DI

44.489442629169;11.285425842850374;[23/3/2018];16:26:49;3DI

44.4894330884582;11.285409396797611;[23/3/2018];16:26:50;3DI

44.489431208080;11.28539407800764;[23/3/2018];16:26:51;3DI

44.4894182777933;11.28537843909327;[23/3/2018];16:26:53;3DI

44.4894057558197;11.285375263703065;[23/3/2018];16:26:54;3DI

44.48939700486662;11.285378302945704;[23/3/2018];16:26:55;3DI

44.4893892337642;11.285365815962736;[23/3/2018];16:26:56;3DI

44.48937890418131;11.285356406243238;[23/3/2018];16:26:57;3DI

44.48936551453553;11.285355258008662;[23/3/2018];16:26:59;3DI

44.4893542219166;11.285356148551125;[23/3/2018];16:27:0;3DI

44.4893470893716;11.28534571291963;[23/3/2018];16:27:1;3DI

44.4893330768577;11.285336360464887;[23/3/2018];16:27:3;3DI

44.48933591158857;11.285312371196728;[23/3/2018];16:27:6;3DI

44.4893232020184;11.285306628338258;[23/3/2018];16:27:7;3DI

44.489311090637;11.285304790681897;[23/3/2018];16:27:8;3DI

44.4892987193120;11.285302803735204;[23/3/2018];16:27:9;3DI

44.48928468116728;11.285294597922066;[23/3/2018];16:27:10;3DI

44.48927254381878;11.285291966372192;[23/3/2018];16:27:11;3DI

44.4892584603145;11.285297152534223;[23/3/2018];16:27:12;3DI

44.4892459555736;11.285298563197328;[23/3/2018];16:27:15;3DI

44.4892387327618;11.285310033872184;[23/3/2018];16:27:18;3DI

44.48922638393618;11.28533437871773;[23/3/2018];16:27:21;3DI

44.4892195586930;11.285355636722505;[23/3/2018];16:27:22;3DI

44.4892086731887;11.285381758982544;[23/3/2018];16:27:24;3DI

44.4891988418033;11.285398358729244;[23/3/2018];16:27:25;3DI

44.48918983162085;11.285409441135693;[23/3/2018];16:27:26;3DI

44.4891787332815;11.285434801107053;[23/3/2018];16:27:27;3DI

44.48917825575383;11.285453855158728;[23/3/2018];16:27:28;3DI

44.4891755557104;11.285481415537502;[23/3/2018];16:27:29;3DI

44.4891747296415;11.28549586467239;[23/3/2018];16:27:30;3DI

44.48917318393101;11.285526859032036;[23/3/2018];16:27:32;3DI

44.4891655780085;11.285552490130561;[23/3/2018];16:27:34;3DI

44.48916090518862;11.285570722449329;[23/3/2018];16:27:36;3DI

44.4891531737713;11.285582157320523;[23/3/2018];16:27:37;3DI

44.4891443265985;11.285600341467184;[23/3/2018];16:27:38;3DI

44.4891349806778;11.285618757664071;[23/3/2018];16:27:39;3DI

44.48912774939092;11.285638602647639;[23/3/2018];16:27:41;3DI

44.4891288545565;11.285651921130421;[23/3/2018];16:27:42;3DI

44.4891266208164;11.285667385334433;[23/3/2018];16:27:43;3DI

44.4891163605871;11.285685327829404;[23/3/2018];16:27:45;3DI

44.48911086810401;11.285698459661875;[23/3/2018];16:27:47;3DI

44.4890957250250;11.285710048595739;[23/3/2018];16:27:49;3DI

44.489083792501;11.28571856246844;[23/3/2018];16:27:50;3DI

44.48907899708713;11.285739810962323;[23/3/2018];16:27:51;3DI

44.4890763751205;11.285753316463984;[23/3/2018];16:27:52;3DI

44.4890742875575;11.285773141247239;[23/3/2018];16:27:53;3DI

44.4890680061136;11.285790068049813;[23/3/2018];16:27:54;3DI

44.48905819990899;11.285813572385003;[23/3/2018];16:27:55;3DI

44.4890519093959;11.285837101958185;[23/3/2018];16:27:56;3DI

44.48904318013657;11.285856644789217;[23/3/2018];16:27:57;3DI

44.4890394962608;11.285883694168886;[23/3/2018];16:27:58;3DI

44.48903477678664;11.285898313669254;[23/3/2018];16:27:59;3DI

44.4890286192130;11.285917777048216;[23/3/2018];16:28:0;3DI

44.4890240660600;11.285933799002551;[23/3/2018];16:28:1;3DI

44.4890230350675;11.285959262308541;[23/3/2018];16:28:3;3DI
